rel_path,run_id,method,family,env,seed,policy_id,step,score,score_field,aggregate,episodes,evaluated_at,eval_file,eval_line
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,80000,55.88226526246539,mean_normalized,False,10,,eval.jsonl,32
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,80000,55.88226526246539,mean_normalized,False,10,,eval.jsonl,31
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,85000,35.32479191290353,mean_normalized,False,10,,eval.jsonl,34
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,85000,35.32479191290353,mean_normalized,False,10,,eval.jsonl,33
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,90000,63.305719257681154,mean_normalized,False,10,,eval.jsonl,36
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,90000,63.305719257681154,mean_normalized,False,10,,eval.jsonl,35
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,95000,60.086523453400275,mean_normalized,False,10,,eval.jsonl,38
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,95000,60.086523453400275,mean_normalized,False,10,,eval.jsonl,37
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,100000,58.4957299160312,mean_normalized,False,10,,eval.jsonl,40
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,100000,58.4957299160312,mean_normalized,False,10,,eval.jsonl,39
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,105000,55.411955287953404,mean_normalized,False,10,,eval.jsonl,42
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,105000,53.41913608207118,mean_normalized,False,10,,eval.jsonl,41
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,110000,67.45753558179179,mean_normalized,False,10,,eval.jsonl,44
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,110000,58.74702539300684,mean_normalized,False,10,,eval.jsonl,43
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,115000,45.11489456090411,mean_normalized,False,10,,eval.jsonl,46
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,115000,56.969167374943574,mean_normalized,False,10,,eval.jsonl,45
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,120000,60.49342803926322,mean_normalized,False,10,,eval.jsonl,48
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,120000,77.64040561309446,mean_normalized,False,10,,eval.jsonl,47
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,125000,80.92317030303812,mean_normalized,False,10,,eval.jsonl,50
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,125000,78.6682696504655,mean_normalized,False,10,,eval.jsonl,49
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,130000,83.91435615716442,mean_normalized,False,10,,eval.jsonl,52
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,130000,80.46519359589455,mean_normalized,False,10,,eval.jsonl,51
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,135000,80.25262470596563,mean_normalized,False,10,,eval.jsonl,54
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,135000,82.48905384937527,mean_normalized,False,10,,eval.jsonl,53
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,140000,77.16321157840426,mean_normalized,False,10,,eval.jsonl,56
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,140000,74.380368767766,mean_normalized,False,10,,eval.jsonl,55
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,145000,86.2438058315474,mean_normalized,False,10,,eval.jsonl,58
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,145000,69.65254952655279,mean_normalized,False,10,,eval.jsonl,57
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,150000,81.93826175865591,mean_normalized,False,10,,eval.jsonl,60
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,150000,68.3194416018892,mean_normalized,False,10,,eval.jsonl,59
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,155000,52.40441533528501,mean_normalized,False,10,,eval.jsonl,62
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,155000,68.30099760476283,mean_normalized,False,10,,eval.jsonl,61
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,160000,62.132023265455224,mean_normalized,False,10,,eval.jsonl,64
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,160000,66.01487001992751,mean_normalized,False,10,,eval.jsonl,63
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,165000,90.29072179522909,mean_normalized,False,10,,eval.jsonl,66
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,165000,80.06143498884595,mean_normalized,False,10,,eval.jsonl,65
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,170000,69.21258057188064,mean_normalized,False,10,,eval.jsonl,68
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,170000,73.47359053143705,mean_normalized,False,10,,eval.jsonl,67
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,175000,77.29751697310274,mean_normalized,False,10,,eval.jsonl,70
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,175000,65.11393708371526,mean_normalized,False,10,,eval.jsonl,69
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,180000,60.39141338519871,mean_normalized,False,10,,eval.jsonl,72
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,180000,71.19226006793026,mean_normalized,False,10,,eval.jsonl,71
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,185000,67.9936506260926,mean_normalized,False,10,,eval.jsonl,74
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,185000,57.460033690687695,mean_normalized,False,10,,eval.jsonl,73
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,190000,76.1015510005551,mean_normalized,False,10,,eval.jsonl,76
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,190000,86.67669512708262,mean_normalized,False,10,,eval.jsonl,75
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,195000,66.85104436779466,mean_normalized,False,10,,eval.jsonl,78
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,195000,60.83104824237215,mean_normalized,False,10,,eval.jsonl,77
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,200000,85.01721294031105,mean_normalized,False,10,,eval.jsonl,80
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,200000,90.4137080783667,mean_normalized,False,10,,eval.jsonl,79
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,205000,88.97468257040984,mean_normalized,False,10,,eval.jsonl,82
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,fixed_beta,205000,80.17028805901107,mean_normalized,False,10,,eval.jsonl,81
ablation/iql_amo/halfcheetah-medium-expert-v2/1e-4/seed_0/hme_s0_iql_ab_loco4_b3_t0p7__643088a8,hme_s0_iql_ab_loco4_b3_t0p7__643088a8,iql_amo,adaptive_beta,halfcheetah-medium-expert-v2,0,adaptive_beta,210000,92.87324290398301,mean_normalized,False,10,,eval.jsonl,84
